,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,income_category
16028,-122.45,37.73,52.0,2035.0,424.0,1193.0,430.0,5.0634,NEAR BAY,4
6123,-117.93,34.12,36.0,294.0,67.0,266.0,80.0,3.5385,INLAND,3
15940,-122.41,37.72,35.0,2104.0,434.0,1225.0,410.0,4.8214,NEAR BAY,4
12151,-117.19,33.69,3.0,6484.0,1037.0,3295.0,1074.0,4.5881,<1H OCEAN,4
7326,-118.17,33.98,41.0,428.0,111.0,585.0,139.0,3.1786,<1H OCEAN,3
4778,-118.33,34.04,48.0,2437.0,443.0,1400.0,426.0,2.628,<1H OCEAN,2
15601,-116.79,32.84,12.0,4281.0,786.0,1891.0,721.0,3.5769,<1H OCEAN,3
272,-122.19,37.78,52.0,1070.0,193.0,555.0,190.0,3.7262,NEAR BAY,3
15812,-122.43,37.76,52.0,3708.0,849.0,1531.0,822.0,3.3565,NEAR BAY,3
5098,-118.31,33.97,52.0,1595.0,325.0,823.0,302.0,3.2188,<1H OCEAN,3
1685,-122.28,37.99,28.0,3801.0,622.0,1654.0,571.0,4.375,NEAR BAY,3
13471,-117.38,34.08,11.0,5684.0,1139.0,3095.0,1036.0,3.6875,INLAND,3
15123,-116.94,32.83,38.0,1701.0,317.0,872.0,304.0,3.7831,<1H OCEAN,3
4028,-118.56,34.18,39.0,1819.0,291.0,770.0,278.0,5.4088,<1H OCEAN,4
6019,-117.8,34.06,34.0,1081.0,205.0,1325.0,252.0,3.6298,INLAND,3
6992,-118.02,33.95,38.0,2139.0,426.0,1138.0,412.0,4.2917,<1H OCEAN,3
12915,-121.31,38.61,17.0,992.0,151.0,316.0,159.0,6.6238,INLAND,5
6902,-118.14,34.04,43.0,1949.0,464.0,1216.0,457.0,3.3214,<1H OCEAN,3
3462,-118.46,34.32,10.0,5777.0,1112.0,2917.0,1056.0,4.1514,<1H OCEAN,3
17917,-121.99,37.36,33.0,2545.0,467.0,1287.0,458.0,5.5,<1H OCEAN,4
19839,-119.29,36.52,39.0,858.0,228.0,1222.0,224.0,1.5714,INLAND,2
14374,-117.25,32.73,38.0,1840.0,291.0,633.0,283.0,4.9125,NEAR OCEAN,4
7400,-118.24,33.96,34.0,946.0,254.0,1101.0,239.0,1.7396,<1H OCEAN,2
6582,-118.2,34.21,42.0,1493.0,237.0,665.0,224.0,6.7571,<1H OCEAN,5
14090,-117.1,32.76,30.0,1835.0,474.0,934.0,415.0,2.875,NEAR OCEAN,2
1794,-122.41,37.94,52.0,154.0,33.0,89.0,38.0,3.2875,NEAR BAY,3
9324,-122.51,37.96,39.0,3302.0,684.0,1574.0,653.0,3.6863,NEAR BAY,3
149,-122.22,37.8,52.0,2721.0,541.0,1185.0,515.0,4.5428,NEAR BAY,4
11854,-120.46,39.83,18.0,3406.0,673.0,1567.0,617.0,2.2717,INLAND,2
10276,-117.88,33.85,22.0,1105.0,241.0,971.0,249.0,3.1667,<1H OCEAN,3
20588,-121.59,39.15,5.0,1922.0,489.0,938.0,439.0,2.0474,INLAND,2
18024,-121.93,37.25,36.0,1089.0,182.0,535.0,170.0,4.69,<1H OCEAN,4
15646,-122.42,37.79,52.0,3511.0,1232.0,2452.0,1131.0,2.5013,NEAR BAY,2
7801,-118.09,33.9,33.0,3326.0,720.0,2533.0,689.0,3.1441,<1H OCEAN,3
15340,-117.29,33.19,18.0,6235.0,1233.0,4127.0,1162.0,3.0704,NEAR OCEAN,3
2519,-122.18,39.7,23.0,1658.0,307.0,836.0,297.0,3.35,INLAND,3
19238,-122.62,38.54,24.0,2409.0,464.0,1006.0,403.0,4.5167,<1H OCEAN,4
7746,-118.15,33.93,34.0,1745.0,404.0,1084.0,410.0,3.3411,<1H OCEAN,3
12342,-116.53,33.84,28.0,8399.0,1839.0,3470.0,1340.0,2.5885,INLAND,2
9462,-123.8,39.47,28.0,2492.0,507.0,1202.0,460.0,2.7857,<1H OCEAN,2
14820,-117.11,32.67,46.0,928.0,236.0,790.0,235.0,1.6806,NEAR OCEAN,2
2732,-115.56,32.8,15.0,1171.0,328.0,1024.0,298.0,1.3882,INLAND,1
11691,-117.99,33.87,17.0,2334.0,537.0,1662.0,535.0,3.0147,<1H OCEAN,3
11368,-117.98,33.7,17.0,1989.0,411.0,1401.0,453.0,4.1603,<1H OCEAN,3
5125,-118.27,33.98,30.0,1966.0,584.0,2028.0,535.0,1.625,<1H OCEAN,2
5566,-118.29,33.92,23.0,2503.0,532.0,1735.0,505.0,2.7368,<1H OCEAN,2
3618,-118.44,34.26,34.0,325.0,60.0,433.0,83.0,5.5124,<1H OCEAN,4
13170,-121.42,36.85,7.0,1626.0,325.0,677.0,304.0,2.3125,INLAND,2
12614,-121.51,38.49,21.0,4426.0,790.0,1856.0,761.0,4.1,INLAND,3
20243,-119.25,34.26,30.0,2948.0,827.0,1635.0,750.0,2.67,NEAR OCEAN,2
15663,-122.44,37.8,52.0,3830.0,,1310.0,963.0,3.4801,NEAR BAY,3
12545,-121.5,38.55,49.0,4094.0,634.0,1363.0,659.0,5.2362,INLAND,4
9614,-120.47,37.28,19.0,1548.0,319.0,1227.0,309.0,1.7756,INLAND,2
19769,-122.11,39.82,27.0,1065.0,214.0,508.0,198.0,2.625,INLAND,2
4993,-118.31,33.99,44.0,1703.0,358.0,789.0,249.0,1.7083,<1H OCEAN,2
20431,-118.8,34.21,16.0,1466.0,196.0,661.0,209.0,6.2893,<1H OCEAN,5
10482,-117.69,33.58,5.0,6678.0,1011.0,2877.0,982.0,7.5177,<1H OCEAN,5
2641,-124.09,40.55,24.0,2978.0,553.0,1370.0,480.0,2.7644,<1H OCEAN,2
12100,-117.34,33.94,20.0,4589.0,594.0,1660.0,595.0,7.4141,INLAND,5
3707,-118.39,34.2,19.0,2012.0,732.0,3483.0,731.0,2.2234,<1H OCEAN,2
2352,-119.69,36.79,15.0,2524.0,451.0,1207.0,424.0,2.7404,INLAND,2
15609,-116.91,32.73,8.0,4630.0,624.0,2048.0,575.0,6.4745,<1H OCEAN,5
15,-122.26,37.85,50.0,1120.0,283.0,697.0,264.0,2.125,NEAR BAY,2
12420,-116.2,33.7,26.0,2399.0,625.0,2654.0,535.0,2.2989,INLAND,2
15686,-122.42,37.79,48.0,4506.0,1342.0,1980.0,1239.0,4.0156,NEAR BAY,3
10533,-117.68,33.51,4.0,2428.0,401.0,959.0,386.0,6.2661,<1H OCEAN,5
8743,-118.32,33.81,28.0,2142.0,445.0,1140.0,422.0,4.8438,<1H OCEAN,4
18707,-122.4,40.58,40.0,3895.0,929.0,1782.0,910.0,1.3329,INLAND,1
4872,-118.27,34.02,39.0,2004.0,633.0,3050.0,621.0,1.875,<1H OCEAN,2
16001,-122.45,37.75,36.0,2303.0,381.0,862.0,371.0,6.0274,NEAR BAY,5
9942,-122.23,38.17,45.0,350.0,,225.0,72.0,1.8942,NEAR BAY,2
12983,-121.3,38.68,19.0,2655.0,438.0,1253.0,454.0,5.2817,INLAND,4
2242,-119.78,36.83,11.0,2754.0,663.0,1328.0,604.0,2.3667,INLAND,2
20245,-119.26,34.27,36.0,1972.0,382.0,1029.0,411.0,3.7337,NEAR OCEAN,3
20342,-119.04,34.23,21.0,9807.0,1614.0,4199.0,1554.0,5.0145,<1H OCEAN,4
780,-122.1,37.63,18.0,9963.0,2031.0,5613.0,1946.0,3.8171,NEAR BAY,3
4571,-118.27,34.07,34.0,786.0,341.0,1239.0,320.0,2.3438,<1H OCEAN,2
13345,-117.64,34.05,27.0,1407.0,362.0,1684.0,350.0,2.1944,INLAND,2
10437,-117.62,33.42,27.0,1005.0,266.0,460.0,243.0,3.1029,NEAR OCEAN,3
10557,-117.7,33.63,16.0,4428.0,745.0,1525.0,682.0,5.2325,<1H OCEAN,4
13071,-121.31,38.57,9.0,2748.0,521.0,1663.0,565.0,3.5192,INLAND,3
8578,-118.41,33.89,35.0,1194.0,292.0,507.0,295.0,9.0812,<1H OCEAN,5
18401,-121.83,37.23,22.0,5507.0,841.0,2785.0,848.0,6.0889,<1H OCEAN,5
17748,-121.75,37.29,15.0,1486.0,310.0,455.0,296.0,4.3365,<1H OCEAN,3
10434,-117.65,33.4,17.0,2737.0,654.0,910.0,492.0,3.5729,NEAR OCEAN,3
12120,-117.28,33.94,10.0,972.0,212.0,773.0,219.0,1.3125,INLAND,1
10931,-117.91,33.74,25.0,4273.0,965.0,2946.0,922.0,2.9926,<1H OCEAN,2
12121,-117.28,33.92,35.0,3623.0,841.0,2721.0,766.0,2.1574,INLAND,2
14372,-117.24,32.72,39.0,3089.0,431.0,1175.0,432.0,7.5925,NEAR OCEAN,5
19200,-122.7,38.44,35.0,1304.0,343.0,822.0,304.0,3.2935,<1H OCEAN,3
7671,-118.08,33.92,34.0,2118.0,437.0,1414.0,442.0,3.7238,<1H OCEAN,3
9052,-118.12,34.71,46.0,40.0,10.0,14.0,7.0,1.125,INLAND,1
16529,-121.17,37.82,35.0,2506.0,406.0,1316.0,398.0,3.8472,INLAND,3
14735,-117.03,32.82,16.0,1765.0,289.0,743.0,280.0,4.9744,<1H OCEAN,4
1004,-121.79,37.69,25.0,6296.0,1082.0,3200.0,1047.0,4.5357,INLAND,4
200,-122.23,37.78,52.0,862.0,215.0,994.0,213.0,3.0257,NEAR BAY,3
1196,-121.67,39.34,22.0,1217.0,224.0,537.0,187.0,2.6607,INLAND,2
1819,-122.32,37.94,47.0,1911.0,283.0,697.0,275.0,6.2712,NEAR BAY,5
15312,-117.38,33.2,17.0,1877.0,581.0,1288.0,426.0,1.9386,NEAR OCEAN,2
7361,-118.18,33.97,26.0,6895.0,1877.0,8551.0,1808.0,2.3175,<1H OCEAN,2
20586,-122.03,38.69,23.0,1796.0,380.0,939.0,330.0,2.7955,INLAND,2
12446,-114.98,33.82,15.0,644.0,129.0,137.0,52.0,3.2097,INLAND,3
20229,-119.3,34.27,17.0,1527.0,503.0,688.0,423.0,1.6007,NEAR OCEAN,2
7195,-118.19,34.04,43.0,1682.0,422.0,1706.0,409.0,2.1029,<1H OCEAN,2
6384,-118.05,34.16,41.0,3320.0,713.0,1236.0,659.0,3.5694,INLAND,3
16229,-121.33,37.97,43.0,1511.0,292.0,721.0,320.0,3.5703,INLAND,3
17351,-120.41,34.88,8.0,3119.0,620.0,1159.0,544.0,3.5288,<1H OCEAN,3
8740,-118.31,33.81,30.0,1773.0,356.0,905.0,352.0,4.3056,<1H OCEAN,3
1023,-119.93,38.72,15.0,2061.0,465.0,573.0,196.0,2.2417,INLAND,2
15452,-117.31,33.16,4.0,5846.0,894.0,2282.0,801.0,5.5956,NEAR OCEAN,4
6260,-117.95,34.04,36.0,1044.0,200.0,982.0,205.0,4.7679,<1H OCEAN,4
1991,-119.8,36.72,43.0,1286.0,360.0,972.0,345.0,0.9513,INLAND,1
14591,-117.17,32.82,24.0,1623.0,417.0,911.0,397.0,2.7401,NEAR OCEAN,2
4675,-118.35,34.07,52.0,2315.0,356.0,894.0,345.0,4.1328,<1H OCEAN,3
9093,-118.27,34.68,19.0,552.0,129.0,314.0,106.0,3.2125,INLAND,3
1896,-120.02,38.92,24.0,1194.0,246.0,414.0,151.0,3.2396,INLAND,3
3906,-118.5,34.19,35.0,2720.0,490.0,1158.0,445.0,5.0796,<1H OCEAN,4
3287,-122.69,39.04,9.0,254.0,50.0,66.0,29.0,2.7639,INLAND,2
713,-122.09,37.67,48.0,1252.0,305.0,673.0,308.0,2.3357,NEAR BAY,2
18018,-121.95,37.25,30.0,3298.0,634.0,1532.0,602.0,5.0863,<1H OCEAN,4
3503,-118.44,34.27,29.0,1701.0,419.0,1616.0,371.0,3.3603,<1H OCEAN,3
13579,-117.3,34.13,52.0,1859.0,395.0,968.0,333.0,1.2034,INLAND,1
7716,-118.12,33.94,33.0,2394.0,576.0,1166.0,548.0,2.7317,<1H OCEAN,2
5379,-118.39,34.03,25.0,3442.0,1050.0,1890.0,914.0,3.0574,<1H OCEAN,3
9315,-122.47,37.99,22.0,7274.0,1002.0,2468.0,957.0,7.494,NEAR BAY,5
16913,-122.34,37.55,25.0,4470.0,518.0,1507.0,504.0,13.3913,NEAR OCEAN,5
3710,-118.38,34.2,32.0,993.0,285.0,1044.0,248.0,2.4306,<1H OCEAN,2
7206,-118.18,34.02,33.0,832.0,226.0,987.0,220.0,3.0972,<1H OCEAN,3
1929,-121.07,38.66,22.0,1831.0,274.0,813.0,269.0,4.6394,INLAND,4
1714,-122.33,38.0,35.0,3779.0,711.0,2493.0,679.0,2.9781,NEAR BAY,2
4936,-118.27,34.0,43.0,1258.0,381.0,1276.0,358.0,1.8917,<1H OCEAN,2
15831,-122.43,37.76,52.0,2332.0,434.0,861.0,406.0,4.4318,NEAR BAY,3
20491,-118.67,34.27,15.0,3221.0,659.0,1390.0,607.0,3.5313,<1H OCEAN,3
2271,-119.8,36.78,43.0,2382.0,431.0,874.0,380.0,3.5542,INLAND,3
17322,-120.14,34.59,9.0,2536.0,499.0,832.0,385.0,2.5743,NEAR OCEAN,2
17908,-121.97,37.35,36.0,815.0,126.0,353.0,122.0,6.3191,<1H OCEAN,5
11110,-117.89,33.85,13.0,1583.0,474.0,1672.0,432.0,3.2303,<1H OCEAN,3
13141,-121.45,38.37,32.0,1441.0,261.0,629.0,249.0,4.4519,INLAND,3
11520,-118.06,33.72,14.0,2665.0,331.0,964.0,319.0,15.0001,NEAR OCEAN,5
5011,-118.33,34.01,43.0,2227.0,564.0,956.0,472.0,2.0217,<1H OCEAN,2
10762,-117.88,33.65,24.0,4879.0,756.0,1777.0,754.0,5.9055,<1H OCEAN,4
5573,-118.3,33.86,35.0,1511.0,274.0,853.0,308.0,4.9792,<1H OCEAN,4
9078,-118.14,34.69,48.0,1379.0,327.0,696.0,304.0,2.1167,INLAND,2
18273,-122.08,37.36,28.0,2181.0,284.0,728.0,238.0,8.2266,NEAR BAY,5
2231,-119.78,36.84,7.0,4907.0,1075.0,2014.0,909.0,3.2147,INLAND,3
17336,-120.45,34.88,15.0,2143.0,286.0,929.0,315.0,5.7306,<1H OCEAN,4
19334,-122.82,38.55,8.0,6190.0,1088.0,2967.0,1000.0,3.8616,<1H OCEAN,3
12255,-117.02,33.76,20.0,1317.0,203.0,453.0,158.0,2.8393,INLAND,2
8815,-118.32,33.75,33.0,2996.0,398.0,1048.0,387.0,9.267,NEAR OCEAN,5
17856,-121.89,37.45,15.0,2428.0,513.0,1687.0,519.0,4.75,<1H OCEAN,4
19723,-121.67,38.85,46.0,645.0,131.0,410.0,122.0,1.7417,INLAND,2
170,-122.25,37.79,50.0,629.0,188.0,742.0,196.0,2.6458,NEAR BAY,2
404,-122.27,37.9,52.0,2079.0,273.0,684.0,275.0,7.9556,NEAR BAY,5
10934,-117.9,33.74,24.0,2932.0,955.0,5516.0,911.0,2.7535,<1H OCEAN,2
10519,-117.68,33.57,2.0,10008.0,1453.0,3550.0,1139.0,10.1122,<1H OCEAN,5
15676,-122.43,37.8,52.0,2788.0,813.0,1302.0,764.0,4.199,NEAR BAY,3
16648,-120.65,35.27,15.0,2365.0,538.0,1446.0,490.0,2.5129,NEAR OCEAN,2
18923,-122.16,38.07,14.0,6360.0,1236.0,2876.0,1127.0,4.5321,NEAR BAY,4
5986,-117.71,34.1,52.0,567.0,152.0,2688.0,126.0,1.875,INLAND,2
12221,-117.02,33.71,6.0,8278.0,1579.0,3062.0,1446.0,3.0043,INLAND,3
9423,-122.71,37.88,21.0,2845.0,552.0,599.0,250.0,4.3125,NEAR OCEAN,3
1351,-121.94,38.03,27.0,1654.0,478.0,1141.0,420.0,1.4871,INLAND,1
1562,-121.94,37.76,4.0,6875.0,1439.0,2889.0,1307.0,4.6932,<1H OCEAN,4
9857,-121.81,36.57,13.0,3030.0,413.0,1027.0,363.0,6.9615,<1H OCEAN,5
19511,-121.02,37.62,30.0,1721.0,399.0,1878.0,382.0,2.5363,INLAND,2
12585,-121.5,38.53,39.0,3184.0,593.0,1188.0,572.0,4.6923,INLAND,4
5246,-118.45,34.12,20.0,10722.0,1617.0,3731.0,1511.0,9.7449,<1H OCEAN,5
15492,-117.21,33.13,19.0,3068.0,596.0,912.0,554.0,3.775,NEAR OCEAN,3
9452,-123.15,39.74,23.0,608.0,143.0,281.0,108.0,2.9306,INLAND,2
14224,-117.02,32.68,14.0,3986.0,675.0,2065.0,702.0,5.7192,NEAR OCEAN,4
5277,-118.51,34.04,38.0,4715.0,691.0,1660.0,637.0,10.1882,<1H OCEAN,5
17148,-122.2,37.43,38.0,3626.0,528.0,1350.0,532.0,7.3681,NEAR OCEAN,5
8505,-118.3,33.88,29.0,850.0,229.0,563.0,204.0,3.7375,<1H OCEAN,3
5898,-118.3,34.17,16.0,1353.0,398.0,1211.0,357.0,3.1551,<1H OCEAN,3
19468,-120.98,37.68,27.0,4006.0,762.0,1806.0,718.0,3.1848,INLAND,3
14300,-117.14,32.71,32.0,719.0,251.0,894.0,208.0,1.8456,NEAR OCEAN,2
863,-122.0,37.58,6.0,4405.0,717.0,2071.0,688.0,5.8151,<1H OCEAN,4
19512,-121.02,37.61,33.0,1469.0,370.0,1318.0,349.0,1.7104,INLAND,2
19286,-122.78,38.41,43.0,1351.0,277.0,1011.0,297.0,2.5917,<1H OCEAN,2
9166,-118.43,34.43,5.0,21113.0,4386.0,9842.0,3886.0,4.2037,<1H OCEAN,3
7154,-118.15,34.03,42.0,1481.0,411.0,1206.0,394.0,2.6806,<1H OCEAN,2
2768,-115.94,33.38,5.0,186.0,43.0,41.0,21.0,2.7,INLAND,2
1412,-122.08,37.94,44.0,2185.0,357.0,943.0,366.0,4.725,NEAR BAY,4
13270,-117.66,34.09,23.0,1426.0,313.0,954.0,319.0,3.0357,INLAND,3
7456,-118.16,33.91,41.0,1806.0,408.0,1146.0,374.0,2.9643,<1H OCEAN,2
2384,-119.39,36.64,38.0,949.0,190.0,578.0,187.0,2.3618,INLAND,2
517,-122.23,37.82,52.0,1611.0,203.0,556.0,179.0,8.7477,NEAR BAY,5
3951,-118.63,34.21,31.0,3952.0,647.0,1762.0,588.0,5.5709,<1H OCEAN,4
20054,-119.3,35.87,20.0,1934.0,377.0,1341.0,336.0,2.1434,INLAND,2
2284,-119.76,36.78,30.0,6117.0,1330.0,2768.0,1224.0,2.1383,INLAND,2
8480,-118.32,33.92,35.0,1281.0,219.0,710.0,184.0,4.8304,<1H OCEAN,4
14783,-117.09,32.56,8.0,864.0,156.0,626.0,172.0,4.8984,NEAR OCEAN,4
16360,-121.3,38.0,23.0,3706.0,1106.0,3785.0,1019.0,1.7774,INLAND,2
8934,-118.48,34.0,52.0,1359.0,395.0,521.0,368.0,2.6736,<1H OCEAN,2
4730,-118.36,34.05,48.0,1835.0,380.0,956.0,370.0,3.2813,<1H OCEAN,3
1555,-121.98,37.81,18.0,2903.0,387.0,1127.0,372.0,5.5921,<1H OCEAN,4
4748,-118.35,34.05,52.0,1971.0,414.0,1065.0,409.0,3.6435,<1H OCEAN,3
6027,-117.74,34.06,48.0,2438.0,599.0,1508.0,548.0,2.8983,INLAND,2
7347,-118.16,33.98,33.0,1196.0,313.0,1448.0,320.0,2.9375,<1H OCEAN,2
375,-122.15,37.74,49.0,1325.0,277.0,764.0,282.0,3.3125,NEAR BAY,3
1938,-120.98,38.68,5.0,4810.0,909.0,2242.0,900.0,3.2964,INLAND,3
19439,-121.0,37.68,15.0,1232.0,180.0,408.0,196.0,6.9682,INLAND,5
12720,-121.37,38.59,36.0,2523.0,401.0,927.0,398.0,3.5179,INLAND,3
8487,-118.3,33.91,34.0,1617.0,493.0,1530.0,500.0,2.6182,<1H OCEAN,2
15129,-116.91,32.86,10.0,3699.0,838.0,2310.0,759.0,2.5365,<1H OCEAN,2
9043,-118.12,34.68,12.0,5319.0,875.0,2439.0,779.0,4.6629,INLAND,4
11,-122.26,37.85,52.0,3503.0,752.0,1504.0,734.0,3.2705,NEAR BAY,3
14216,-117.05,32.68,35.0,3414.0,580.0,1761.0,522.0,3.9922,NEAR OCEAN,3
3424,-118.42,34.27,35.0,674.0,153.0,808.0,173.0,2.6667,<1H OCEAN,2
15550,-117.08,33.11,28.0,2094.0,585.0,1556.0,563.0,2.2,<1H OCEAN,2
19741,-122.57,39.9,15.0,3873.0,810.0,1697.0,627.0,2.4555,INLAND,2
17702,-121.83,37.32,17.0,1887.0,664.0,1906.0,597.0,2.5652,<1H OCEAN,2
5569,-118.29,33.88,27.0,2082.0,612.0,2009.0,548.0,2.9063,<1H OCEAN,2
19813,-119.26,36.61,33.0,560.0,90.0,310.0,113.0,2.5417,INLAND,2
11941,-117.42,33.94,26.0,2420.0,532.0,1383.0,469.0,3.5403,INLAND,3
1276,-121.6,37.91,13.0,2479.0,394.0,1075.0,350.0,5.1017,INLAND,4
5115,-118.3,33.96,39.0,2802.0,618.0,1524.0,529.0,2.6518,<1H OCEAN,2
10681,-117.76,33.53,18.0,3224.0,561.0,1310.0,580.0,8.4614,<1H OCEAN,5
1096,-121.8,39.64,25.0,2202.0,422.0,1109.0,403.0,2.8306,INLAND,2
1887,-119.98,38.92,27.0,2682.0,606.0,1010.0,399.0,3.15,INLAND,3
11647,-118.03,33.81,26.0,3635.0,567.0,1779.0,543.0,5.7089,<1H OCEAN,4
19720,-121.83,39.1,42.0,1282.0,198.0,451.0,159.0,3.2917,INLAND,3
18760,-122.25,40.6,16.0,2753.0,494.0,1414.0,459.0,3.8323,INLAND,3
1601,-122.13,37.89,27.0,744.0,214.0,295.0,169.0,2.7411,NEAR BAY,2
13562,-117.28,34.15,36.0,1734.0,280.0,604.0,259.0,3.8292,INLAND,3
14667,-117.13,32.79,35.0,1458.0,262.0,723.0,257.0,4.2098,NEAR OCEAN,3
15402,-117.22,33.22,15.0,1430.0,343.0,704.0,322.0,1.9571,<1H OCEAN,2
16345,-121.35,38.03,8.0,1904.0,255.0,895.0,242.0,5.7201,INLAND,4
14191,-117.07,32.7,14.0,2763.0,456.0,1914.0,465.0,4.1645,NEAR OCEAN,3
3650,-118.44,34.21,37.0,1665.0,335.0,1011.0,343.0,4.8703,<1H OCEAN,4
9703,-121.63,36.65,44.0,309.0,121.0,315.0,80.0,1.6071,<1H OCEAN,2
17608,-121.9,37.29,36.0,1389.0,225.0,623.0,223.0,6.6331,<1H OCEAN,5
9702,-121.64,36.67,28.0,256.0,66.0,214.0,60.0,3.0197,<1H OCEAN,3
3169,-118.91,35.24,29.0,2888.0,753.0,2949.0,699.0,1.7716,INLAND,2
9573,-120.6,37.35,19.0,3874.0,676.0,2441.0,707.0,3.2955,INLAND,3
17517,-121.94,37.33,34.0,1809.0,317.0,863.0,302.0,4.3,<1H OCEAN,3
18084,-122.06,37.32,30.0,3033.0,540.0,1440.0,507.0,6.2182,<1H OCEAN,5
8744,-118.32,33.81,27.0,2113.0,380.0,1109.0,360.0,4.7062,<1H OCEAN,4
12608,-121.5,38.5,29.0,2049.0,330.0,787.0,309.0,3.7414,INLAND,3
2169,-119.87,36.79,7.0,1932.0,419.0,1014.0,389.0,3.0938,INLAND,3
14510,-117.15,32.91,15.0,1613.0,303.0,702.0,240.0,4.875,<1H OCEAN,4
4325,-118.36,34.08,52.0,1965.0,480.0,794.0,451.0,3.2824,<1H OCEAN,3
2649,-124.1,40.5,42.0,2380.0,553.0,1300.0,504.0,1.7574,<1H OCEAN,2
19931,-119.33,36.31,15.0,1472.0,228.0,892.0,257.0,5.3909,INLAND,4
10795,-117.91,33.62,32.0,1997.0,427.0,944.0,426.0,4.4063,<1H OCEAN,3
136,-122.19,37.83,29.0,1791.0,271.0,661.0,269.0,6.8538,NEAR BAY,5
17754,-121.82,37.34,23.0,7609.0,1446.0,6034.0,1414.0,4.8424,<1H OCEAN,4
17581,-121.92,37.31,34.0,876.0,150.0,424.0,163.0,5.2769,<1H OCEAN,4
9266,-119.98,36.86,31.0,2366.0,482.0,1933.0,433.0,3.0234,INLAND,3
12698,-121.43,38.61,33.0,2289.0,576.0,1100.0,503.0,2.1694,INLAND,2
544,-122.26,37.77,52.0,1670.0,350.0,793.0,299.0,2.9732,NEAR BAY,2
1703,-122.29,37.97,20.0,3426.0,632.0,1512.0,580.0,4.4911,NEAR BAY,3
3790,-118.37,34.17,6.0,854.0,350.0,542.0,321.0,0.8198,<1H OCEAN,1
17118,-122.14,37.5,46.0,30.0,4.0,13.0,5.0,15.0001,NEAR BAY,5
16808,-122.41,37.66,37.0,694.0,188.0,658.0,225.0,4.6103,NEAR OCEAN,4
20142,-119.06,34.36,52.0,1239.0,320.0,934.0,298.0,1.8618,<1H OCEAN,2
9543,-120.73,37.38,37.0,653.0,176.0,827.0,176.0,1.9236,INLAND,2
5196,-118.27,33.94,43.0,1309.0,344.0,1182.0,340.0,1.6625,<1H OCEAN,2
6326,-117.96,34.0,33.0,5462.0,952.0,3527.0,914.0,4.4038,<1H OCEAN,3
2335,-119.69,36.83,28.0,1868.0,350.0,898.0,329.0,3.1814,INLAND,3
20474,-118.75,34.26,26.0,1767.0,265.0,1040.0,250.0,5.4787,<1H OCEAN,4
5880,-118.33,34.17,44.0,1934.0,375.0,750.0,365.0,2.473,<1H OCEAN,2
10599,-117.8,33.68,5.0,623.0,146.0,396.0,136.0,3.631,<1H OCEAN,3
20505,-118.72,34.29,22.0,3266.0,529.0,1595.0,494.0,6.0368,<1H OCEAN,5
11629,-118.08,33.81,21.0,1189.0,281.0,577.0,264.0,3.3155,<1H OCEAN,3
603,-122.07,37.69,29.0,2304.0,618.0,1021.0,552.0,2.5362,NEAR BAY,2
13531,-117.32,34.19,6.0,1068.0,182.0,999.0,188.0,4.7222,INLAND,4
6503,-118.05,34.08,30.0,1572.0,427.0,1857.0,428.0,2.4914,<1H OCEAN,2
5796,-118.24,34.14,28.0,1843.0,554.0,1402.0,512.0,2.462,<1H OCEAN,2
14162,-117.05,32.77,23.0,2556.0,662.0,1200.0,548.0,1.8899,NEAR OCEAN,2
6338,-117.88,33.96,16.0,19059.0,3079.0,10988.0,3061.0,5.5469,<1H OCEAN,4
14425,-117.25,32.8,37.0,1096.0,260.0,490.0,267.0,3.2663,NEAR OCEAN,3
12351,-116.52,33.81,12.0,12396.0,2552.0,2548.0,1265.0,3.4394,INLAND,3
6120,-117.91,34.12,41.0,2673.0,578.0,2259.0,592.0,3.7846,<1H OCEAN,3
14256,-117.11,32.71,30.0,1729.0,457.0,1673.0,460.0,1.7,NEAR OCEAN,2
5478,-118.45,34.0,43.0,1606.0,408.0,862.0,354.0,3.962,<1H OCEAN,3
1631,-122.17,37.88,33.0,3626.0,502.0,1348.0,480.0,7.6107,NEAR BAY,5
19921,-119.34,36.32,14.0,1204.0,227.0,633.0,247.0,3.925,INLAND,3
13637,-117.32,34.08,41.0,1359.0,264.0,786.0,244.0,2.5208,INLAND,2
13369,-117.57,34.13,5.0,6135.0,879.0,2795.0,781.0,5.9369,INLAND,4
8442,-118.36,33.9,42.0,1935.0,388.0,1136.0,379.0,4.74,<1H OCEAN,4
5597,-118.23,33.8,26.0,239.0,135.0,165.0,112.0,1.3333,NEAR OCEAN,1
1474,-122.04,37.97,26.0,2470.0,626.0,1174.0,573.0,2.9861,NEAR BAY,2
8450,-118.35,33.91,31.0,2583.0,663.0,1675.0,612.0,3.5234,<1H OCEAN,3
18612,-122.07,37.08,21.0,5639.0,894.0,2670.0,871.0,6.0809,NEAR OCEAN,5
4634,-118.3,34.07,28.0,5221.0,2530.0,5840.0,2374.0,1.8829,<1H OCEAN,2
11822,-121.07,38.94,14.0,1710.0,294.0,839.0,297.0,4.7143,INLAND,4
9745,-121.7,36.67,37.0,641.0,129.0,458.0,142.0,3.3456,<1H OCEAN,3
10307,-117.82,33.9,25.0,1137.0,170.0,524.0,164.0,7.5744,<1H OCEAN,5
